a;b;c
-882.25; -559.26; -877.06
-2880.68; -2284.95; -2542.80
-7105.80; -6967.79; -7096.71
2161.33; 2573.83; 2444.91
5851.67; 5418.51; 5031.74
-391.50; -205.88; -370.80
-1234.36; -1322.94; -274.69
-6207.84; -6305.66; -5781.53
4097.42; 3299.20; 3823.32
6371.35; 6707.03; 8279.41
1613.44; 1117.60; 1537.11
-2725.98; -3068.84; -3649.15
-6316.86; -6715.14; -7005.30
1569.82; 1934.29; 1644.13
5459.66; 4896.86; 4026.39
-799.01; -606.53; -871.23
-1980.43; -1793.50; -1495.74
-6259.59; -5928.58; -5779.70
2819.86; 2306.88; 2455.76
5984.36; 5840.57; 6287.22
484.28; 263.73; 432.48
-1925.07; -1501.61; -797.10
-6025.94; -6499.07; -6146.82
3857.02; 3126.47; 3478.73
5780.63; 6580.24; 7637.01
982.97; 655.26; 1091.03
-3171.97; -3628.74; -4473.84
-7034.87; -6590.95; -7013.50
1010.88; 1304.50; 881.95
4695.92; 4619.62; 3351.98
-1303.16; -864.82; -1271.01
-1672.24; -1712.98; -1094.15
-6405.06; -6469.29; -6159.87
3919.11; 3122.81; 3432.23
5721.79; 5639.48; 6567.73
861.07; 629.50; 1003.09
-2117.17; -2148.28; -1905.42
-5878.81; -6622.91; -6501.48
2670.85; 2897.91; 3019.34
5839.69; 5830.62; 6194.91
334.50; 278.62; 395.46
-3119.98; -2145.37; -2268.91
-6827.10; -6870.88; -6932.65
2709.69; 1998.93; 1937.16
5072.09; 5825.82; 5640.51
-109.53; -210.98; -165.56
-1663.76; -2144.76; -1309.70
-6103.69; -6155.22; -5737.69
4071.34; 3648.16; 4065.69
6171.07; 6604.25; 7856.85
1230.04; 818.75; 1309.45
-2020.29; -1982.93; -1665.71
-6674.26; -6568.74; -6410.13
2949.88; 2840.92; 2999.53
5466.31; 6007.24; 6483.07
553.31; 408.29; 389.86
-2230.68; -1443.10; -706.66
-6121.69; -6303.62; -5935.41
3761.39; 3294.36; 3662.57
5374.89; 6441.92; 7546.57
1037.50; 637.02; 1058.48
-3230.27; -3306.42; -3657.54
-7102.75; -6192.30; -6367.86
2173.09; 1664.39; 1488.83
4991.50; 5146.00; 4619.31
-561.71; -276.15; -536.19
-2729.40; -1882.01; -1632.01
-6440.70; -6126.00; -6001.00
2608.65; 2862.51; 2987.51
5260.98; 5609.95; 5984.94
277.77; 188.57; 450.68
-3053.06; -3118.88; -3859.54
-6583.27; -6780.44; -7150.77
1396.82; 1490.12; 1119.79
5077.09; 5117.53; 4006.54
-1083.40; -715.70; -1093.49
-1492.49; -1335.85; -640.17
-6323.01; -5728.21; -5380.37
3428.12; 3179.50; 3527.34
6057.47; 6225.44; 7268.95
1034.33; 650.54; 1034.98
-2891.32; -2715.90; -3353.41
-6470.78; -6960.33; -7279.08
1581.35; 1438.64; 1119.89
4894.37; 4689.93; 3733.67
-930.22; -680.54; -954.07
-2776.16; -3051.89; -3118.75
-6594.59; -6732.58; -6766.01
2008.61; 2640.77; 2607.34
5217.99; 5131.57; 5031.28
-8.51; -106.58; -77.45
-2749.57; -2240.36; -2228.94
-6289.33; -6001.66; -5995.95
2706.70; 2662.23; 2667.94
5281.01; 5749.00; 5766.14
90.19; 29.16; -37.62
-2514.41; -2829.91; -2952.49
-6597.38; -6586.38; -6647.67
1920.84; 2599.46; 2538.17
5342.54; 5864.81; 5680.93
-156.74; -44.34; -278.34
-2704.23; -2462.50; -2384.39
-5993.21; -6387.56; -6348.51
2143.15; 2807.14; 2846.19
5074.02; 5080.89; 5198.05
128.40; 154.79; 80.99
-2376.47; -2795.98; -2725.02
-6181.29; -6927.76; -6892.28
2625.81; 2606.11; 2641.59
5191.97; 5450.52; 5556.95
117.77; 44.17; 89.50
-2770.41; -2562.67; -2612.90
-6945.08; -6189.52; -6214.64
2564.58; 2646.87; 2621.76
5398.92; 5183.80; 5108.45
-38.31; -12.33; -150.80
-1699.30; -1680.10; -974.24
-6238.68; -5697.26; -5344.33
3574.79; 2968.03; 3320.96
5878.63; 6210.21; 7269.01
1076.83; 715.27; 1145.77
-700.03; -1546.53; -212.18
-5573.34; -5504.83; -4837.65
4859.56; 3863.39; 4530.57
6444.24; 7299.21; 9300.73
2053.49; 1396.98; 2040.83
-4025.28; -3163.21; -4197.86
-6929.12; -6637.95; -7155.28
870.04; 1688.06; 1170.73
4672.73; 4530.22; 2978.24
-1469.83; -1134.00; -1464.10
-2156.26; -2022.71; -1690.75
-6815.37; -6831.91; -6665.93
3300.67; 2425.50; 2591.48
5963.21; 6209.87; 6707.81
483.96; 337.61; 501.66
-2860.73; -2936.27; -2969.63
-6292.53; -6259.33; -6276.01
2681.39; 2763.79; 2747.11
5979.63; 5642.30; 5592.25
-77.22; -54.84; -10.62
-2303.13; -2104.48; -1731.73
-6192.54; -6359.90; -6173.52
2606.26; 2779.40; 2965.77
5888.69; 5871.92; 6431.04
601.15; 444.21; 637.30
-2823.81; -2901.22; -3401.80
-6284.56; -6612.33; -6862.62
1264.32; 1691.04; 1440.75
5249.70; 5021.48; 4270.62
-844.68; -476.29; -663.16
-1279.76; -1216.42; -163.61
-5919.47; -6151.81; -5625.40
3616.44; 3529.18; 4055.59
6357.78; 6395.98; 7975.20
1504.31; 1088.46; 1490.67
-2166.06; -2113.55; -1682.98
-5864.16; -6243.54; -6028.25
2911.01; 2430.62; 2645.91
5357.33; 5849.30; 6495.15
576.63; 471.15; 679.35
-3715.77; -3025.67; -3847.25
-6591.52; -6443.39; -6854.18
1227.59; 1665.75; 1254.96
4789.69; 5138.60; 3906.23
-1211.39; -866.61; -1181.39
-3946.82; -3675.96; -5009.44
-6741.52; -7132.23; -7798.96
275.59; 1529.35; 862.61
4759.84; 3911.96; 1911.75
-1934.15; -1327.85; -2058.14
-2119.28; -2120.56; -2236.88
-6702.59; -6156.41; -6214.57
2462.77; 2249.45; 2191.29
5619.13; 5641.70; 5467.21
-251.95; -205.01; -110.18
-2413.20; -2244.11; -2371.74
-6528.72; -6134.89; -6198.70
2422.36; 2612.08; 2548.26
5099.14; 4878.92; 4687.47
-167.63; -138.63; -251.41
-1349.92; -1869.55; -1133.30
-6046.27; -5768.49; -5400.36
3696.05; 3642.44; 4010.56
6316.26; 5790.48; 6894.87
1090.87; 667.67; 1078.84
-3185.43; -2451.43; -2672.14
-6822.63; -6490.28; -6600.64
2144.27; 2300.95; 2190.59
5600.43; 4933.45; 4602.38
-359.73; -297.50; -394.75
-1592.98; -1302.76; -481.03
-5786.26; -5789.09; -5378.23
4141.82; 3414.92; 3825.79
6398.21; 6012.26; 7244.85
1268.70; 729.36; 1276.53
-2322.93; -2933.76; -3156.66
-6121.48; -6496.08; -6607.53
2663.45; 2155.73; 2044.28
5100.60; 5282.99; 4948.64
-245.85; -294.67; -406.38
-2556.22; -2380.80; -2482.92
-6965.51; -6329.25; -6380.32
2147.01; 2429.45; 2378.39
5378.94; 5164.38; 5011.18
-71.41; -57.37; -216.95
-1189.82; -971.37; 274.93
-5630.45; -5662.33; -5039.18
3986.66; 3520.28; 4143.43
5926.86; 6247.23; 8116.67
1832.33; 1321.45; 1835.56
-3458.22; -2942.41; -3723.39
-7386.80; -6911.89; -7302.38
1078.92; 1790.27; 1399.78
4904.08; 4707.74; 3536.27
-1171.80; -773.17; -1205.81
-3502.73; -2911.50; -3636.27
-6393.44; -6902.30; -7264.68
1623.54; 1546.55; 1184.16
5058.28; 5123.66; 4036.51
-996.96; -771.68; -988.00
-3748.24; -3495.92; -4532.58
-7095.83; -6837.75; -7356.08
810.58; 1177.46; 659.13
4912.33; 3978.02; 2423.03
-1601.05; -1039.50; -1654.61
-2880.79; -3021.64; -3814.10
-7308.46; -7364.73; -7760.96
1358.99; 2206.14; 1809.91
4683.33; 4855.60; 3666.90
-1094.07; -878.13; -1090.38
-2492.49; -2970.11; -3449.71
-7014.53; -6284.36; -6524.16
1342.12; 1666.32; 1426.52
5015.34; 4553.76; 3834.36
-716.54; -467.01; -789.33
-2268.89; -1849.14; -1482.56
-6803.35; -6346.46; -6163.17
3223.38; 3249.63; 3432.92
6137.31; 5777.34; 6327.21
611.69; 336.25; 555.38
-2522.67; -2077.83; -1726.28
-6777.33; -6006.63; -5830.85
3442.30; 2913.41; 3089.18
5388.08; 6255.76; 6783.09
465.72; 340.01; 442.01
-2277.51; -2499.02; -2711.62
-6773.64; -6383.34; -6489.64
2486.33; 1963.83; 1857.53
5465.64; 5092.70; 4773.80
-292.18; -206.36; -277.62
-2414.25; -2859.68; -3000.31
-6623.32; -6711.54; -6781.86
2007.71; 2402.89; 2332.58
5644.67; 5695.27; 5484.32
-238.09; -76.16; -239.88
-2498.48; -2754.17; -3186.53
-6513.71; -6536.18; -6752.36
1495.33; 1980.25; 1764.07
5665.05; 5336.99; 4688.46
-703.56; -531.82; -645.32
-2619.21; -2882.50; -3029.16
-6307.72; -6768.93; -6842.26
2512.93; 2351.46; 2278.14
5134.15; 5669.99; 5450.00
-245.32; -147.90; -152.29
-3104.02; -2804.82; -3523.79
-6691.12; -7240.28; -7599.76
1637.33; 1471.79; 1112.31
4648.91; 5011.63; 3933.18
-1063.60; -740.66; -1076.97
-2897.18; -2966.43; -2991.03
-6706.77; -6411.42; -6423.72
2905.61; 2190.89; 2178.59
5724.23; 5462.08; 5425.18
-30.11; 15.12; -81.41
-1985.97; -2053.28; -1706.66
-6068.96; -6030.06; -5856.75
3313.33; 2595.01; 2768.32
5918.30; 5629.03; 6148.95
586.90; 320.34; 424.26
-3144.98; -3124.46; -3558.75
-6546.76; -6324.61; -6541.75
1647.08; 2190.42; 1973.28
5388.80; 5547.04; 4895.61
-663.85; -474.03; -593.51
-2157.97; -2336.59; -2474.19
-6142.59; -6897.14; -6965.94
2479.13; 2168.94; 2100.14
5499.86; 5651.95; 5445.55
-256.39; -121.18; -218.63
-2721.60; -2395.39; -2174.60
-5912.02; -6651.18; -6540.79
3246.04; 2580.12; 2690.51
5130.03; 5741.39; 6072.57
318.71; 188.31; 234.56
-2042.86; -2032.78; -1448.04
-5910.81; -6262.90; -5970.53
3203.84; 2780.58; 3072.95
5456.20; 5642.23; 6519.35
889.00; 601.32; 792.72
-2485.90; -2470.99; -2734.43
-6576.24; -6693.52; -6825.24
2221.38; 2397.48; 2265.76
4931.80; 5660.72; 5265.56
-391.42; -359.26; -438.95
-1155.36; -1353.57; -384.96
-6371.02; -6221.99; -5737.68
4308.15; 3459.99; 3944.29
6286.90; 6475.03; 7927.96
1444.11; 972.45; 1469.32
-3430.03; -3258.02; -3749.76
-6967.22; -6666.01; -6911.88
1730.93; 2260.77; 2014.90
4934.63; 5363.56; 4625.96
-765.11; -467.52; -819.43
-1773.65; -2054.82; -1156.87
-6533.07; -6105.35; -5656.38
4122.75; 2957.63; 3406.61
5615.14; 6404.55; 7751.48
1436.11; 988.86; 1343.66
-2942.73; -3456.69; -4153.82
-6601.06; -7045.98; -7394.55
1771.42; 1576.93; 1228.36
4673.25; 4589.84; 3544.13
-1049.79; -629.88; -1092.10
-4106.88; -3897.16; -5004.53
-7064.33; -6709.51; -7263.20
1130.58; 1388.99; 835.31
4639.87; 3984.37; 2323.31
-1753.03; -1180.51; -1752.42
-1963.48; -2422.52; -1937.30
-6640.04; -6262.91; -6020.31
3080.43; 3400.49; 3643.09
5426.98; 5688.67; 6416.50
753.97; 420.53; 712.26
-2891.05; -2651.11; -3276.98
-6871.33; -6473.95; -6786.89
1368.86; 2222.15; 1909.22
4818.12; 4537.26; 3598.45
-851.06; -702.03; -898.93
-2837.81; -3122.66; -3951.46
-6416.47; -6578.03; -6992.43
760.39; 1545.63; 1131.23
5332.83; 4762.33; 3519.12
-1184.09; -889.57; -1308.20
-1433.52; -828.21; 471.69
-6339.88; -5725.77; -5075.82
4427.99; 3912.99; 4562.93
6290.17; 6349.39; 8299.23
1984.27; 1390.20; 1858.90
-2746.90; -3060.02; -3610.54
-6634.59; -7042.52; -7317.77
1645.56; 1982.75; 1707.49
5151.97; 4689.70; 3863.94
-760.41; -630.42; -810.69
-2987.93; -2473.55; -2660.11
-6653.71; -6720.73; -6814.02
1959.20; 2710.87; 2617.59
5174.07; 4885.48; 4605.64
-215.36; -210.86; -325.90
-2478.91; -3115.60; -3377.88
-7002.17; -6550.31; -6681.45
2139.89; 1787.23; 1656.09
4912.41; 4792.86; 4399.43
-430.70; -187.43; -400.56
-3368.88; -3386.51; -4042.15
-7111.47; -7216.22; -7544.04
1185.01; 1826.42; 1498.60
5081.66; 4931.78; 3948.31
-1011.22; -666.95; -957.36
-4017.80; -3964.71; -5251.65
-7422.62; -7344.55; -7988.03
793.78; 727.49; 84.02
5289.98; 4523.95; 2593.53
-1916.93; -1315.73; -2003.06
-2711.89; -3152.61; -3732.76
-6383.78; -6379.90; -6669.98
2090.06; 1844.59; 1554.52
5701.02; 5334.62; 4464.39
-890.25; -506.48; -785.49
-3357.95; -3126.98; -3733.88
-6522.78; -6443.19; -6746.64
1783.46; 2311.97; 2008.52
5285.02; 4587.29; 3676.94
-865.53; -682.41; -838.24
-2755.78; -2348.99; -2107.75
-6301.98; -6030.44; -5909.83
3226.87; 2534.13; 2654.75
5438.20; 5711.19; 6073.04
366.00; 278.71; 367.16
-3099.16; -2943.23; -3085.68
-6075.17; -6616.30; -6687.53
2433.31; 2186.92; 2115.70
5134.90; 5235.93; 5022.25
-146.12; -215.81; -235.20
-2002.89; -2435.12; -2261.97
-6363.59; -6229.93; -6143.35
2384.01; 3030.96; 3117.53
5581.19; 5367.88; 5627.61
288.11; 223.02; 204.08
-2060.68; -2232.94; -1605.77
-6483.65; -5923.61; -5610.02
3713.83; 3370.60; 3684.19
5381.31; 6132.05; 7072.82
1001.94; 713.59; 882.25
-2252.92; -2535.25; -2074.27
-6363.17; -6642.67; -6412.17
3373.02; 2940.32; 3170.82
5505.56; 5994.38; 6685.85
669.69; 455.23; 609.16
-3000.00; -2326.81; -2482.05
-6985.99; -6200.20; -6277.82
2256.89; 2208.98; 2131.36
5492.35; 5359.35; 5126.48
-208.84; -252.35; -202.56
-2588.26; -3475.78; -4032.02
-6949.01; -6415.64; -6693.76
1852.74; 1636.39; 1358.27
5151.86; 4530.77; 3696.41
-861.33; -521.84; -905.69
-2620.12; -2688.99; -2489.99
-6599.41; -5956.80; -5857.30
2846.12; 2514.41; 2613.90
6039.52; 5815.04; 6113.53
280.40; 130.36; 213.89
-1419.24; -1420.43; -682.20
-6277.14; -6424.52; -6055.40
3340.34; 3675.23; 4044.35
5715.14; 6257.65; 7364.99
1025.85; 815.90; 1012.47
-1262.54; -1986.27; -1143.75
-5724.01; -6063.74; -5642.48
3352.68; 3063.86; 3485.13
5609.31; 5958.62; 7222.41
1202.11; 912.50; 1254.25
-2758.41; -3373.65; -3775.06
-7166.27; -6297.61; -6498.32
1526.26; 1714.62; 1513.91
5399.53; 5216.63; 4614.52
-601.68; -492.18; -686.19
-2119.60; -2698.52; -2650.19
-6520.06; -6530.61; -6506.45
2444.30; 2731.91; 2756.07
5112.57; 5249.69; 5322.19
64.61; 44.25; 118.45
-2552.36; -1893.41; -1641.43
-6564.72; -6545.16; -6419.18
2558.92; 2970.56; 3096.55
5946.72; 5637.57; 6015.53
358.38; 209.32; 284.74
-2587.86; -2196.31; -1941.48
-5967.63; -6153.10; -6025.69
2898.78; 2505.86; 2633.27
5486.45; 6090.59; 6472.83
427.82; 337.51; 331.52
-1566.23; -1874.86; -1348.40
-5908.43; -5984.41; -5721.18
2799.26; 2655.38; 2918.61
6150.50; 6418.36; 7208.04
809.74; 556.79; 868.91
-3099.04; -3354.20; -4065.35
-6656.74; -6582.82; -6938.40
1526.03; 1468.04; 1112.47
4964.16; 4311.79; 3245.05
-1116.57; -779.70; -1064.47
-2871.78; -3269.24; -3623.47
-6510.69; -6875.70; -7052.82
2105.44; 1736.11; 1558.99
5527.13; 5556.02; 5024.67
-504.54; -406.16; -451.27
-2149.17; -1844.35; -1675.92
-6341.69; -6124.72; -6040.50
2598.21; 2411.54; 2495.75
5446.15; 5714.82; 5967.46
192.84; 198.88; 257.49
-2270.67; -2061.12; -1848.15
-5953.00; -6390.76; -6284.27
2409.39; 2282.87; 2389.35
5221.25; 5659.83; 5979.27
353.88; 210.16; 220.97
-3626.71; -3959.63; -4943.54
-6555.61; -7429.23; -7921.18
1433.93; 2013.15; 1521.20
5159.07; 4103.39; 2627.53
-1442.93; -1077.96; -1542.74
-3034.83; -2487.26; -2839.03
-6918.49; -6690.14; -6866.03
1916.29; 2125.86; 1949.98
5173.26; 4922.18; 4394.54
-581.58; -277.76; -596.78
-3651.51; -3719.08; -4841.24
-6966.93; -7245.88; -7806.96
702.11; 1180.90; 619.82
5333.68; 4036.45; 2353.22
-1768.92; -1046.35; -1655.58
-2022.45; -1732.16; -1304.57
-6599.85; -6676.01; -6462.22
3327.50; 3274.27; 3488.06
5335.24; 6083.65; 6725.03
581.71; 526.47; 623.02
-3091.43; -3782.66; -4759.33
-6672.95; -7438.74; -7927.07
1396.80; 1259.22; 770.89
5439.13; 4520.67; 3055.67
-1408.13; -973.21; -1442.02
-2911.82; -3262.84; -3888.29
-6526.51; -6671.87; -6984.60
1720.65; 1398.73; 1086.01
5027.18; 5276.85; 4338.68
-1030.55; -553.72; -846.49
-2908.88; -2719.22; -3024.45
-6348.17; -6927.76; -7080.37
1874.18; 2230.37; 2077.75
5244.24; 5501.69; 5043.84
-545.21; -400.44; -398.00
-3243.48; -3482.61; -4203.56
-6588.55; -6531.61; -6892.08
1267.98; 1792.64; 1432.17
4755.34; 5088.13; 4006.69
-1092.34; -777.85; -1175.46
-3766.28; -3297.69; -4427.30
-7532.39; -7023.51; -7588.31
738.39; 1229.65; 664.85
4810.52; 4113.35; 2418.94
-1597.95; -1161.34; -1727.03
-2719.05; -2089.35; -2067.28
-6810.01; -6530.85; -6519.81
2108.58; 2167.95; 2178.99
5774.55; 5094.99; 5128.10
120.55; 68.78; 49.34
-1531.90; -1664.31; -1028.24
-6237.13; -6239.78; -5921.74
3008.47; 2759.68; 3077.71
5569.21; 6225.29; 7179.40
882.25; 549.85; 929.03
-1930.67; -1885.21; -1717.17
-6638.43; -6099.88; -6015.86
3133.76; 3022.74; 3106.76
5397.85; 5190.34; 5442.40
287.70; 127.96; 169.96
-2529.44; -2539.72; -2523.84
-6413.19; -6435.34; -6427.40
2036.69; 2809.79; 2817.73
5262.57; 5979.37; 6003.19
-41.66; 2.88; -53.60
-2620.02; -2624.73; -2563.59
-6919.61; -6714.36; -6683.79
2217.06; 2208.08; 2238.66
5468.15; 5444.69; 5536.41
41.49; 93.01; 66.05
-1559.43; -1620.85; -886.04
-5695.63; -6332.98; -5965.58
4034.19; 3089.56; 3456.96
6025.69; 6710.04; 7812.25
1198.48; 783.19; 1190.25
-1332.83; -1476.63; -650.01
-5849.00; -5903.36; -5490.06
3644.13; 2869.87; 3283.18
5869.73; 5937.15; 7177.08
1174.32; 830.47; 1279.71
-2927.42; -3257.60; -3694.25
-6608.80; -6915.95; -7134.28
1924.00; 1819.39; 1601.07
5144.89; 4770.88; 4115.90
-650.53; -433.81; -722.82
-3426.26; -2977.05; -3815.94
-7410.47; -6795.81; -7215.25
1546.63; 1755.82; 1336.37
5387.37; 4676.67; 3418.33
-1346.45; -913.32; -1258.00
-1866.48; -2474.92; -2298.28
-6727.79; -6362.22; -6273.91
2309.24; 2384.93; 2473.25
5241.29; 6042.25; 6307.20
169.81; 217.16; 187.28
-2486.04; -2477.91; -2337.70
-6839.75; -6548.98; -6478.88
3048.70; 3058.49; 3128.59
5181.76; 5787.42; 5997.73
111.82; 139.22; 158.01
-2431.65; -1847.43; -1310.09
-6355.85; -6207.51; -5938.84
3334.69; 2584.92; 2853.59
6106.99; 6138.35; 6944.36
841.94; 595.71; 774.13
-2076.54; -2042.38; -2000.91
-6493.77; -6286.44; -6265.70
3028.38; 2386.37; 2407.10
5633.62; 5262.35; 5324.56
-2.39; 32.67; -17.77
-1616.69; -2135.17; -1355.66
-5800.41; -5745.43; -5355.67
4003.35; 3010.37; 3400.13
6070.34; 6610.68; 7779.95
1100.75; 760.51; 1161.06
-3352.89; -3056.60; -3988.82
-6749.30; -6690.07; -7156.18
1368.59; 1465.77; 999.66
4918.70; 4472.00; 3073.68
-1462.62; -904.34; -1482.27
-1212.88; -979.01; 107.90
-6306.65; -5773.43; -5229.97
4154.98; 3912.60; 4456.05
6180.69; 6768.26; 8398.63
1697.73; 1143.08; 1556.42
-1837.29; -2688.05; -2380.30
-6196.06; -6417.33; -6263.46
2960.11; 2541.03; 2694.90
5873.06; 5608.14; 6069.75
460.55; 237.23; 537.72
-2566.84; -3179.34; -3421.41
-6547.34; -7059.15; -7180.19
2566.73; 2595.66; 2474.62
5051.80; 4911.41; 4548.30
-392.30; -195.89; -350.55
-1416.45; -1461.23; -604.89
-6252.47; -5915.33; -5487.16
3606.62; 3123.36; 3551.53
5792.97; 6445.43; 7729.94
1284.24; 833.96; 1370.71
-2756.75; -2442.00; -2724.66
-6391.00; -6465.91; -6607.23
1652.91; 2098.54; 1957.21
5446.01; 5494.86; 5070.87
-464.74; -211.80; -456.81
-2809.25; -2589.23; -2602.59
-6785.52; -6740.44; -6747.12
2758.82; 2475.73; 2469.05
5855.95; 5023.46; 5003.41
49.12; -99.12; -72.66
-1979.98; -1834.36; -1629.47
-6831.89; -6579.39; -6476.94
3238.14; 2656.27; 2758.72
5729.09; 5961.26; 6268.60
386.71; 159.70; 399.25
-2858.94; -2770.57; -3032.23
-6684.54; -7036.37; -7167.20
1819.50; 1949.39; 1818.56
5822.38; 5165.09; 4772.61
-307.47; -333.41; -390.62
-2892.49; -2914.97; -3031.09
-6584.19; -6125.98; -6184.04
2762.34; 2468.07; 2410.01
5412.15; 5232.47; 5058.29
-206.74; -98.11; -236.69
-2134.71; -2286.94; -2105.54
-6221.45; -6598.77; -6508.07
2569.60; 3084.51; 3175.21
5378.74; 5374.27; 5646.38
368.10; 191.97; 338.53
-1955.20; -1661.06; -1162.98
-5796.80; -5890.08; -5641.04
3574.77; 2717.65; 2966.69
6215.31; 6432.21; 7179.33
801.75; 572.65; 757.32
-2317.36; -2266.95; -2361.44
-7044.35; -6616.15; -6663.40
2616.19; 2199.67; 2152.42
4955.47; 5789.07; 5647.33
-153.87; -68.29; -100.53
-2500.57; -2928.21; -3031.12
-6132.65; -6364.44; -6415.90
2237.41; 2830.87; 2779.42
5936.05; 5194.13; 5039.76
-163.87; -69.26; -254.24
-1586.87; -1906.57; -1083.31
-5635.01; -5704.28; -5292.65
4166.25; 3271.85; 3683.48
5588.00; 6310.53; 7545.43
1255.88; 734.95; 1291.66
-2178.67; -2090.33; -1779.99
-6643.77; -6802.57; -6647.40
3270.23; 2662.55; 2817.72
5527.33; 5983.07; 6448.58
538.94; 284.53; 564.69
-2057.23; -2467.32; -2334.32
-6456.87; -6430.16; -6363.65
2972.07; 2621.83; 2688.33
5645.66; 5331.56; 5531.07
205.05; 79.82; 127.32
-1957.15; -2484.33; -2288.54
-6079.79; -6199.66; -6101.77
3198.26; 2799.16; 2897.06
5996.21; 6102.81; 6396.49
293.91; 212.03; 335.02
-2198.27; -2839.02; -3018.47
-6151.10; -6569.68; -6659.41
2541.78; 2643.31; 2553.58
5740.90; 5513.69; 5244.51
-198.71; -132.21; -215.15
-3765.31; -4217.25; -5596.78
-7259.34; -7213.41; -7903.17
816.33; 1324.34; 634.58
4803.62; 4100.17; 2030.87
-2038.13; -1450.91; -2076.94
-4258.56; -4738.79; -6596.84
-7750.92; -7024.69; -7953.72
-17.85; 759.04; -169.98
4785.61; 3151.44; 364.37
-2825.60; -1783.14; -2700.18
-2605.08; -1956.77; -1669.53
-6135.49; -6549.85; -6406.24
2618.60; 2546.44; 2690.06
5442.59; 6094.63; 6525.49
471.88; 225.62; 336.57
-3295.68; -3238.14; -3699.38
-6856.51; -6685.02; -6915.64
1703.85; 1970.07; 1739.45
5259.43; 4767.04; 4075.18
-737.69; -540.16; -683.34
-3014.74; -3269.58; -3553.28
-6767.12; -7134.93; -7276.78
2436.69; 2007.74; 1865.90
5794.10; 5318.76; 4893.22
-498.18; -273.12; -518.94
-2390.10; -2262.28; -2499.01
-6514.62; -6329.30; -6447.67
2174.23; 1881.39; 1763.02
5787.52; 5147.06; 4791.96
-296.53; -278.00; -433.65
-2505.64; -1569.95; -1108.52
-6625.24; -6041.66; -5810.94
2871.29; 3015.09; 3245.81
5879.78; 6213.25; 6905.40
748.49; 374.60; 768.85
-387.41; -655.64; 1008.10
-5577.02; -6162.91; -5331.04
5021.43; 4309.93; 5141.80
6217.72; 7470.54; 9966.15
2521.54; 1578.31; 2574.43
-1651.65; -2443.88; -2088.76
-6091.39; -6443.13; -6265.57
3339.55; 3266.39; 3443.95
6090.54; 5559.78; 6092.45
556.65; 324.06; 599.37
-3128.91; -2718.33; -3094.46
-6738.43; -6825.10; -7013.17
1914.19; 1767.83; 1579.76
5100.37; 4821.39; 4257.19
-531.61; -437.46; -654.79
-4098.35; -4179.31; -5510.13
-7653.39; -7087.88; -7753.29
770.10; 702.60; 37.20
5323.56; 4544.09; 2547.87
-2017.96; -1334.76; -1920.52
-3178.96; -2627.14; -3163.53
-6480.38; -6692.33; -6960.52
1706.77; 2354.30; 2086.10
4808.13; 5143.81; 4339.23
-844.40; -465.71; -712.38
-2360.71; -2344.19; -2216.02
-5971.44; -6293.21; -6229.12
2664.65; 3059.56; 3123.65
5973.27; 5484.68; 5676.94
282.34; 161.82; 195.64
-2748.89; -2526.73; -2846.81
-6401.17; -6481.37; -6641.41
2366.60; 1885.12; 1725.08
5759.33; 4931.20; 4451.09
-414.62; -293.23; -517.68
-2398.60; -2056.48; -1848.07
-6569.91; -6679.21; -6575.00
2940.13; 2386.87; 2491.08
5224.15; 6170.24; 6482.85
311.86; 224.31; 348.96
-1848.47; -2061.54; -1708.35
-6713.40; -6551.68; -6375.08
2961.34; 2847.53; 3024.12
5939.32; 5408.34; 5938.12
607.01; 299.93; 541.80
-3483.28; -3687.77; -4789.40
-7303.06; -7268.59; -7819.41
1036.66; 1075.27; 524.46
4772.01; 4812.60; 3160.14
-1607.68; -1129.30; -1630.16
-1942.95; -1511.37; -730.51
-6334.36; -5897.29; -5506.86
3182.65; 3184.05; 3574.48
5636.12; 6427.66; 7598.97
1178.91; 725.03; 1191.97
-1986.07; -1875.25; -1641.48
-6674.78; -6548.24; -6431.35
3274.88; 3063.97; 3180.86
5835.11; 5357.47; 5708.13
296.25; 281.11; 400.60
-2428.38; -1849.53; -1602.22
-6589.10; -6459.59; -6335.93
3201.68; 3100.24; 3223.89
6014.98; 5991.75; 6362.72
436.39; 270.45; 352.13
-1392.21; -1723.34; -731.85
-6181.93; -5587.09; -5091.34
3574.40; 3122.49; 3618.24
5682.18; 6160.45; 7647.69
1493.28; 1050.09; 1506.24
-3510.96; -3457.77; -4112.76
-7061.82; -6380.75; -6708.25
1250.43; 1492.91; 1165.41
5274.13; 4846.43; 3863.95
-884.62; -664.16; -989.08
-2600.52; -3207.65; -3732.14
-6603.66; -6771.71; -7033.96
1530.67; 1713.97; 1451.73
4738.28; 5366.38; 4579.64
-808.13; -458.55; -781.63
-1744.62; -2070.03; -1638.61
-6127.49; -6695.68; -6479.97
3039.88; 3327.07; 3542.78
5590.62; 5643.90; 6291.03
621.87; 457.39; 722.59
-1972.12; -1921.86; -1276.73
-6632.89; -6417.44; -6094.87
3134.50; 2879.20; 3201.76
5960.54; 6158.19; 7125.89
870.59; 739.73; 1054.95
-1974.46; -2729.52; -2657.57
-6285.41; -6579.67; -6543.69
2250.65; 3032.27; 3068.25
5099.08; 5323.15; 5431.08
184.39; 123.31; 166.89
-1565.71; -1724.40; -961.93
-6439.13; -6010.92; -5629.69
