a;b;c
737.59; 493.64; 752.27
-1893.03; -1188.34; -367.27
-6504.98; -5710.31; -5299.78
4083.80; 3714.79; 4125.32
5797.97; 5903.39; 7134.99
1242.29; 730.17; 1183.17
-2629.79; -2281.75; -2402.12
-6733.12; -6880.55; -6940.73
2513.93; 2269.12; 2208.94
5053.29; 5712.46; 5531.92
-254.62; -115.87; -215.23
-2753.71; -2288.52; -2083.58
-6046.21; -6181.47; -6079.00
2870.10; 2233.71; 2336.18
5217.59; 5854.11; 6161.52
375.27; 175.19; 308.61
-3081.67; -2228.63; -2330.37
-6656.97; -7049.47; -7100.34
2800.05; 2769.04; 2718.17
4985.83; 5640.31; 5487.69
-74.57; -176.90; -129.07
-2239.40; -2784.00; -2752.32
-6282.00; -6516.21; -6500.37
2420.37; 2339.07; 2354.91
5908.99; 5251.04; 5298.57
140.42; -0.62; 142.56
-2183.31; -2527.69; -2694.91
-6490.46; -6471.30; -6554.91
2355.60; 2598.08; 2514.47
5530.94; 5550.75; 5299.92
-296.60; -230.81; -206.06
-1644.75; -1941.29; -921.74
-6468.52; -6151.11; -5641.33
4135.97; 3056.44; 3566.21
6426.64; 6637.87; 8167.20
1507.20; 931.70; 1624.99
-3423.65; -3426.30; -4521.41
-6599.89; -6773.36; -7320.91
1053.98; 1423.09; 875.53
4506.31; 4352.54; 2709.87
-1645.39; -1194.97; -1696.81
-2245.71; -2405.00; -1942.31
-6699.69; -6443.34; -6211.99
2818.85; 3275.28; 3506.62
6160.95; 5885.20; 6579.23
760.10; 418.61; 650.01
-2177.54; -2111.65; -1411.64
-5864.72; -5909.39; -5559.39
3689.09; 3012.51; 3362.52
5547.64; 5774.56; 6824.57
1020.57; 634.24; 1051.44
-2821.57; -2367.68; -2209.10
-6144.42; -6251.34; -6172.05
3102.81; 2362.72; 2442.01
5111.03; 5820.35; 6058.22
156.42; 115.23; 213.98
-2993.17; -2709.61; -3271.66
-6572.81; -6961.08; -7242.10
1591.72; 2427.75; 2146.72
5125.85; 4673.96; 3830.89
-819.27; -655.69; -787.07
-2547.71; -1812.85; -1548.25
-5880.44; -5901.23; -5768.93
3185.69; 2504.26; 2636.56
6050.94; 5349.44; 5746.34
369.59; 343.73; 491.99
-2913.51; -3041.39; -3329.82
-7031.10; -6183.42; -6327.63
1806.60; 1911.26; 1767.05
5821.61; 5204.17; 4771.52
-449.83; -375.05; -342.51
-3308.11; -3469.33; -4231.07
-7255.01; -6701.00; -7081.87
874.11; 1501.30; 1120.43
5054.36; 4866.75; 3724.13
-1157.57; -760.88; -1064.05
-2194.58; -1686.18; -1368.15
-6828.68; -6615.21; -6456.20
2699.05; 2540.86; 2699.87
5951.79; 5657.97; 6135.02
497.63; 412.89; 476.28
-1363.40; -1672.51; -658.85
-6046.15; -5560.84; -5054.01
4187.60; 3669.67; 4176.50
6140.56; 6190.37; 7710.86
1504.89; 1025.53; 1443.09
-2739.50; -2199.08; -2017.87
-6529.17; -6383.56; -6292.96
3151.97; 3054.82; 3145.42
5235.00; 5215.11; 5486.93
178.21; 255.82; 184.83
-2117.81; -2315.66; -2036.29
-6635.62; -6180.28; -6040.59
2949.97; 2488.76; 2628.45
6069.27; 6081.74; 6500.81
509.65; 189.97; 430.39
-1630.23; -2026.03; -1535.73
-6010.92; -6490.66; -6245.51
3731.18; 2897.33; 3142.48
5574.45; 6410.71; 7146.15
666.89; 471.21; 807.36
-2471.04; -2453.06; -2431.63
-6768.99; -6348.05; -6337.33
2405.04; 2067.15; 2077.86
5481.89; 5792.32; 5824.47
-59.13; 3.76; -6.93
-1596.69; -1246.27; -440.52
-5984.68; -6031.30; -5628.42
4178.81; 3552.12; 3954.99
5800.27; 6757.62; 7966.24
1251.04; 820.50; 1184.61
-3039.65; -2444.14; -2572.98
-6576.94; -6410.96; -6475.38
1823.18; 2298.31; 2233.89
5125.55; 4953.09; 4759.83
-163.41; -160.10; -168.05
-693.81; -1154.37; 666.19
-5637.35; -5366.23; -4455.95
5267.99; 4268.63; 5178.91
6023.23; 7164.70; 9895.54
2704.78; 1771.22; 2719.84
-1838.25; -2469.21; -2001.07
-6556.49; -6420.87; -6186.80
3583.65; 3463.31; 3697.38
5831.60; 5851.83; 6554.05
669.31; 442.96; 674.37
-895.92; -161.62; 1838.38
-5357.39; -5692.06; -4692.06
5053.23; 4922.65; 5922.65
6861.64; 7229.37; 10229.37
2961.54; 1947.63; 2958.80
-3166.84; -2437.07; -2684.53
-7025.63; -6587.94; -6711.67
2027.24; 2576.91; 2453.18
5598.57; 5589.22; 5218.03
-330.98; -192.23; -338.45
-2844.39; -2832.57; -3574.12
-6740.30; -6999.93; -7370.71
1058.57; 1697.17; 1326.40
4830.94; 4351.32; 3238.99
-1017.35; -685.32; -1125.67
-1074.60; -1639.79; -569.31
-5658.52; -5809.22; -5273.97
4237.82; 3385.18; 3920.42
6517.42; 6912.21; 8517.93
1699.23; 1124.39; 1674.32
-1799.10; -1952.73; -1573.64
-6716.52; -6587.96; -6398.41
3417.01; 3060.66; 3250.20
6127.45; 6307.99; 6876.62
602.75; 452.31; 664.79
-1557.38; -2447.72; -1896.90
-5746.34; -6381.93; -6106.52
3277.35; 2630.86; 2906.26
5355.31; 6514.82; 7341.04
731.66; 517.89; 814.99
-3451.97; -2660.12; -3284.90
-6742.81; -6319.63; -6632.02
1369.28; 1525.70; 1213.31
5502.86; 5199.49; 4262.32
-1017.35; -673.69; -1017.51
-3572.72; -3208.43; -3790.10
-6732.75; -6869.85; -7160.68
1585.73; 2263.93; 1973.09
4751.16; 4726.78; 3854.27
-810.13; -498.26; -944.39
-2165.30; -2209.75; -2341.08
-6736.28; -6363.67; -6429.34
2444.19; 2031.94; 1966.28
5830.97; 4952.34; 4755.34
-99.72; -48.48; -251.57
-2701.83; -2609.53; -2847.22
-6381.20; -6757.59; -6876.44
2119.26; 2492.49; 2373.65
5012.86; 5324.88; 4968.34
-262.02; -183.59; -308.57
-1840.37; -1596.06; -444.42
-6326.39; -6295.82; -5720.00
4553.41; 4074.60; 4650.42
6414.83; 6753.90; 8481.36
1800.52; 1209.23; 1714.22
-3284.63; -3160.34; -4173.60
-7414.53; -6617.51; -7124.14
1435.15; 1647.98; 1141.35
4549.57; 4026.39; 2506.50
-1617.53; -939.56; -1595.91
-2831.78; -3148.27; -3309.88
-6083.23; -6408.57; -6489.37
1799.39; 1969.26; 1888.45
5651.02; 4875.97; 4633.56
-236.47; -243.21; -317.04
-1932.52; -2069.80; -1639.81
-6089.94; -5796.44; -5581.45
3440.06; 3244.23; 3459.22
5220.42; 5924.44; 6569.43
585.29; 363.50; 709.46
-1572.09; -2105.30; -1415.76
-5719.65; -6144.44; -5799.67
3049.24; 3148.28; 3493.05
6157.38; 5783.18; 6817.49
1055.00; 671.96; 1119.85
-2277.61; -2148.87; -1938.19
-6283.09; -6150.25; -6044.92
2322.84; 2273.95; 2379.29
5134.37; 5340.73; 5656.75
337.75; 271.44; 300.70
-2250.80; -2546.35; -2630.17
-6250.10; -6331.45; -6373.36
1938.82; 2595.26; 2553.35
4993.40; 5714.68; 5588.95
-141.77; -86.51; -119.18
-1899.71; -1967.06; -1638.46
-6737.21; -6309.62; -6145.33
2501.33; 2748.88; 2913.18
5461.53; 5822.59; 6315.48
445.25; 388.36; 517.29
-3857.83; -3558.77; -4986.73
-6745.54; -7494.05; -8208.02
518.86; 1263.73; 549.75
4487.51; 4402.43; 2260.50
-2189.45; -1507.58; -2142.30
-718.86; -927.86; 783.75
-5606.27; -5367.79; -4511.99
4857.20; 4170.44; 5026.24
6770.96; 7280.13; 9847.54
2662.82; 1706.32; 2644.04
-2725.10; -2017.20; -2015.36
-6283.95; -6103.61; -6102.69
2645.09; 2348.14; 2349.06
5061.01; 5682.78; 5685.54
77.37; 89.03; -44.81
-1425.61; -2239.16; -1661.39
-6560.30; -6608.18; -6319.29
3383.71; 2776.10; 3064.99
5381.08; 6186.01; 7052.67
796.60; 570.62; 819.28
-1646.55; -1459.59; -724.61
-5735.78; -5959.51; -5592.02
3297.16; 2987.52; 3355.01
5674.00; 6265.46; 7367.94
1146.16; 640.52; 1138.30
-2537.09; -3105.04; -3377.58
-6465.68; -7123.23; -7259.49
1609.92; 1812.22; 1675.95
5162.10; 4843.51; 4434.71
-362.78; -210.68; -478.72
-3597.47; -3039.25; -3889.38
-6581.24; -7377.81; -7802.88
928.01; 1986.38; 1561.32
4734.39; 5070.29; 3795.09
-1307.32; -845.00; -1235.49
-2903.80; -2716.42; -3166.77
-6232.33; -6793.89; -7019.07
2107.02; 1639.43; 1414.26
5474.23; 5380.50; 4704.98
-599.14; -396.47; -706.88
-1956.86; -1623.68; -593.60
-5967.30; -5559.08; -5044.04
4422.96; 3255.67; 3770.71
6219.60; 6392.28; 7937.40
1618.34; 1095.61; 1598.15
-3394.37; -3204.49; -3606.13
-6444.46; -6651.51; -6852.33
1765.04; 2527.74; 2326.92
5227.53; 5529.39; 4926.94
-686.18; -327.89; -613.70
-1872.03; -1983.67; -1752.85
-6250.82; -6400.65; -6285.24
3168.42; 2339.25; 2454.66
5243.68; 6149.25; 6495.48
347.12; 323.73; 382.92
-4227.53; -3687.00; -5182.22
-7696.62; -6801.00; -7548.61
-204.28; 912.56; 164.95
5238.56; 4374.17; 2131.33
-2178.75; -1566.51; -2301.82
-3561.34; -3673.12; -4358.99
-6669.84; -6556.36; -6899.29
1785.28; 1697.56; 1354.62
5282.43; 4744.24; 3715.44
-1064.29; -682.07; -930.14
-2736.13; -3303.92; -3854.19
-7088.67; -6625.37; -6900.50
2060.80; 2205.89; 1930.75
4787.57; 4791.41; 3966.00
-832.59; -619.23; -868.56
-1951.85; -2102.98; -2048.12
-6180.33; -6781.03; -6753.60
2156.14; 2341.64; 2369.07
5921.93; 5303.84; 5386.12
178.34; -2.62; 112.63
-1960.70; -2703.77; -2592.39
-6053.27; -6522.55; -6466.86
2703.81; 2968.67; 3024.36
5644.12; 5969.22; 6136.28
205.58; 179.55; 167.73
-3079.41; -3273.78; -3553.83
-6800.80; -6607.65; -6747.68
1875.38; 2211.43; 2071.40
5575.69; 5694.93; 5274.85
-322.06; -203.99; -480.78
-2199.13; -2923.31; -3011.42
-6842.18; -6668.30; -6712.35
2587.96; 2389.10; 2345.05
5795.57; 5242.48; 5110.32
-47.41; -171.78; -143.17
-2155.66; -2161.25; -1986.78
-6367.13; -6682.91; -6595.68
2528.21; 2574.96; 2662.20
5927.65; 5320.40; 5582.11
229.04; 202.66; 182.83
-3726.35; -3842.65; -5006.37
-6845.34; -7428.44; -8010.30
1155.11; 1102.05; 520.19
4699.39; 4727.08; 2981.50
-1665.63; -1259.74; -1772.58
-1394.25; -1329.51; -426.50
-5581.29; -5666.06; -5214.56
3808.19; 3004.88; 3456.39
6353.98; 6482.13; 7836.65
1340.92; 842.17; 1290.37
-3263.47; -2942.63; -3809.98
-7290.24; -6629.26; -7062.93
823.10; 1787.54; 1353.87
5104.39; 4907.59; 3606.56
-1361.14; -917.06; -1367.70
-1989.43; -2089.42; -1415.87
-6119.51; -6042.16; -5705.39
3707.93; 2950.70; 3287.47
6004.12; 6160.59; 7170.91
938.86; 728.25; 911.46
-2513.54; -2059.66; -1946.42
-6020.76; -6644.13; -6587.51
2591.81; 2930.65; 2987.27
5668.12; 5473.41; 5643.27
95.53; 61.22; 72.94
-3540.16; -3033.91; -3977.72
-7458.00; -6581.73; -7053.64
1548.69; 1111.68; 639.77
4964.85; 4788.63; 3372.91
-1460.44; -893.15; -1331.71
-2465.00; -2189.00; -1821.06
-6754.28; -6237.58; -6053.62
2560.62; 2578.59; 2762.56
5864.47; 5954.66; 6506.56
456.06; 341.81; 489.13
-2441.15; -2301.20; -2457.80
-6463.61; -6494.67; -6572.97
1934.15; 2036.25; 1957.95
5588.20; 5401.23; 5166.33
-311.03; -202.73; -180.79
-1058.25; -1084.55; 188.90
-5499.17; -5845.92; -5209.19
4821.65; 3775.31; 4412.04
6552.98; 6719.36; 8629.54
1997.06; 1181.30; 1816.62
-2419.27; -2198.68; -1880.07
-6820.86; -6058.73; -5899.42
2556.07; 3078.29; 3237.60
5890.44; 5512.38; 5990.30
577.36; 343.63; 467.88
-2467.61; -2439.89; -2622.13
-6400.16; -6934.39; -7025.51
2441.57; 2648.44; 2557.32
4943.49; 5248.27; 4974.92
-191.71; -274.10; -199.86
-3050.25; -3590.24; -4613.76
-6780.12; -7053.21; -7564.97
567.36; 1628.90; 1117.15
5132.94; 4570.42; 3035.15
-1491.23; -1053.30; -1479.98
-2386.55; -1737.88; -1308.99
-6539.10; -5987.80; -5773.35
2807.90; 2688.00; 2902.45
5813.41; 5860.54; 6503.88
740.83; 424.74; 640.52
-2737.40; -2801.49; -3009.73
-6396.73; -6881.85; -6985.97
2311.76; 1851.93; 1747.81
5843.25; 4821.82; 4509.46
-320.16; -242.37; -319.20
-3387.44; -3724.43; -4586.38
-6805.03; -6995.90; -7426.87
1167.12; 1379.39; 948.42
5274.01; 4826.15; 3533.23
-1355.07; -790.90; -1373.90
-3778.81; -3306.47; -4585.97
-6886.51; -7381.61; -8021.36
913.39; 958.17; 318.42
4512.18; 4621.98; 2702.73
-1917.62; -1304.77; -1881.81
-3097.34; -3116.65; -3633.84
-6706.19; -6514.72; -6773.32
1932.19; 1910.20; 1651.61
5194.28; 4989.22; 4213.44
-718.06; -520.17; -731.52
-2824.14; -2784.29; -2676.80
-6844.58; -6667.62; -6613.88
2842.98; 2860.86; 2914.60
5324.32; 5753.21; 5914.44
122.32; 194.87; 222.00
-3238.37; -3512.18; -4089.68
-6970.47; -7273.86; -7562.61
2126.56; 1688.11; 1399.36
5565.87; 4790.56; 3924.31
-908.27; -652.29; -862.19
-3226.29; -2759.97; -3102.97
-6387.92; -6254.72; -6426.22
1944.92; 2502.71; 2331.21
4916.29; 4812.09; 4297.59
-557.78; -253.29; -571.83
-2203.14; -2033.61; -1770.88
-6575.64; -6341.52; -6210.16
2846.00; 2740.10; 2871.46
5229.17; 6022.81; 6416.90
357.65; 289.02; 295.49
-1004.14; -1441.59; -138.04
-5836.06; -5439.37; -4787.59
4249.85; 4190.86; 4842.64
6477.67; 6687.76; 8643.08
1947.45; 1214.16; 1963.35
-2225.33; -2025.22; -1737.01
-6715.04; -6219.95; -6075.84
3356.03; 2516.19; 2660.30
5644.53; 6150.05; 6582.36
515.84; 227.21; 454.54
-3582.18; -2869.80; -3502.50
-6904.81; -6709.31; -7025.66
1684.31; 2252.15; 1935.81
5387.24; 4739.78; 3790.74
-964.53; -543.65; -939.52
-1391.17; -1624.48; -616.56
-5811.07; -5769.79; -5265.82
3841.80; 3392.46; 3896.42
6408.81; 6161.93; 7673.83
1556.53; 972.63; 1512.40
-2911.29; -2782.09; -2907.88
-6514.40; -6455.20; -6518.09
2158.92; 2366.92; 2304.03
5244.48; 5571.89; 5383.21
-139.82; -126.29; -210.73
-2574.49; -2179.24; -2076.86
-6280.91; -6122.65; -6071.46
2821.58; 2770.08; 2821.27
5499.23; 5702.42; 5855.99
104.37; 89.10; 212.16
-2015.10; -2011.09; -1971.23
-6085.97; -6971.47; -6951.54
2776.75; 3000.05; 3019.99
5835.94; 5568.14; 5627.95
-26.76; 34.06; 125.95
-1081.04; -1861.66; -929.38
-6373.95; -6480.78; -6014.64
4174.89; 3855.79; 4321.93
6120.77; 6778.05; 8176.47
1319.88; 862.59; 1317.13
-2037.60; -2287.34; -2175.29
-6900.57; -6239.48; -6183.46
2897.53; 2915.33; 2971.35
5622.39; 6073.26; 6241.34
264.65; 111.96; 97.35
-2902.24; -2789.19; -3374.37
-6464.03; -6733.76; -7026.36
1159.61; 1778.93; 1486.34
5075.64; 5196.88; 4319.11
-930.40; -554.21; -923.67
-1249.31; -1985.83; -1090.34
-6036.08; -6398.35; -5950.61
4230.01; 3025.12; 3472.87
6405.62; 6565.60; 7908.83
1394.36; 970.20; 1352.20
-1952.52; -1948.81; -1804.29
-6739.12; -6702.41; -6630.15
2389.38; 2536.50; 2608.76
5729.55; 5760.91; 5977.69
270.85; 155.91; 257.81
-2146.35; -2262.85; -1929.05
-6595.54; -6470.40; -6303.50
3211.52; 2548.94; 2715.84
5576.52; 5574.80; 6075.49
485.83; 247.62; 454.85
-2139.21; -2180.00; -2224.05
-6092.68; -6571.33; -6593.35
2267.61; 2253.56; 2231.53
5956.39; 5379.79; 5313.72
1.55; 39.35; -78.22
-3563.32; -3108.33; -3701.17
-6685.90; -6416.60; -6713.02
2077.48; 1416.03; 1119.62
5030.48; 5107.12; 4217.86
-866.46; -518.72; -846.40
-1855.75; -1999.87; -1790.62
-6193.33; -6491.70; -6387.07
2615.10; 2795.84; 2900.46
5992.33; 5963.91; 6277.78
396.48; 239.04; 367.50
-2989.02; -2915.97; -3106.83
-6667.54; -6877.48; -6972.91
2430.66; 2630.62; 2535.19
5415.90; 4882.98; 4596.69
-364.98; -98.07; -245.26
-2726.40; -2867.61; -3533.53
-6905.98; -7293.39; -7626.35
1505.72; 2329.74; 1996.78
5660.73; 4577.95; 3579.07
-1031.12; -721.80; -1038.70
-2276.59; -2168.29; -2017.49
-6840.53; -6608.45; -6533.05
2773.78; 2505.68; 2581.08
5184.74; 5436.28; 5662.48
185.58; 132.83; 248.14
-4918.97; -4226.06; -6147.79
-7902.34; -7087.44; -8048.31
-145.61; 824.57; -136.29
4552.88; 4035.31; 1152.72
-2847.09; -1939.74; -2948.94
-1963.67; -2725.77; -2641.91
-6774.74; -6378.61; -6336.68
2617.18; 2188.41; 2230.34
5441.94; 5820.39; 5946.18
29.77; 54.72; 54.49
-2297.88; -2330.55; -2046.80
-6858.00; -6843.35; -6701.48
2488.09; 2832.24; 2974.11
6103.83; 5305.39; 5731.01
480.55; 198.98; 379.63
-3547.41; -3324.01; -4391.08
-6681.50; -7296.47; -7830.01
1087.65; 1110.01; 576.48
4835.44; 3946.31; 2345.71
-1515.72; -1159.02; -1590.20
-2902.07; -2697.68; -3381.86
-7044.60; -6770.15; -7112.24
1604.24; 1395.62; 1053.53
5337.96; 4840.61; 3814.33
-1045.94; -592.17; -1074.08
-2207.61; -2274.05; -2423.38
-6954.26; -6856.10; -6930.76
1799.01; 2554.39; 2479.73
5354.08; 5351.27; 5127.28
-186.35; -198.44; -234.12
-2803.91; -2920.53; -2936.45
-6919.06; -6018.22; -6026.19
2810.82; 2028.95; 2020.98
5986.33; 5256.89; 5233.00
-66.74; -18.23; -78.53
-2781.71; -3241.33; -3593.99
-6439.15; -6304.85; -6481.19
1572.49; 2458.00; 2281.67
5480.96; 4841.87; 4312.87
-490.28; -269.20; -473.05
-3019.78; -3424.51; -4014.51
-7224.40; -6996.80; -7291.81
1543.56; 1869.71; 1574.71
5615.69; 5242.57; 4357.56
-981.54; -499.37; -972.29
-2689.46; -2700.98; -3101.95
-6836.12; -7190.38; -7390.86
1589.97; 2441.07; 2240.59
5659.81; 4681.72; 4080.26
-663.91; -326.16; -646.82
-2227.89; -2561.07; -2597.23
-6870.72; -6502.80; -6520.88
1958.77; 2853.55; 2835.47
5148.75; 5443.07; 5388.83
-117.38; -56.08; 14.58
-1148.22; -1431.43; -307.71
-5740.71; -5620.93; -5059.07
4144.02; 3823.42; 4385.28
6208.98; 7094.83; 8780.40
1706.29; 1111.70; 1689.15
-1835.27; -1546.57; -902.71
-6486.40; -6593.69; -6271.77
3426.10; 2819.40; 3141.33
6310.76; 6016.83; 6982.62
1041.90; 610.65; 1019.24
-2389.66; -2566.60; -2453.52
-6706.50; -6800.48; -6743.94
2665.24; 2948.73; 3005.27
5101.25; 5139.28; 5308.91
213.37; 168.87; 131.90
-2790.92; -2069.09; -1960.27
-6037.56; -6493.28; -6438.87
3075.16; 2711.53; 2765.94
5246.81; 5931.75; 6094.98
145.29; 75.87; 159.03
-2921.17; -2364.94; -2294.56
-6365.60; -6070.13; -6034.94
2829.61; 2377.74; 2412.93
5344.05; 5118.91; 5224.48
52.16; 45.63; 132.37
-1620.47; -2048.71; -1265.52
-6492.87; -5929.35; -5537.76
3830.10; 3429.60; 3821.20
6137.63; 5914.45; 7089.24
1200.05; 737.84; 1075.06
-2778.81; -2378.51; -2643.34
-6900.24; -6315.00; -6447.42
2245.52; 2455.84; 2323.42
5278.13; 5089.16; 4691.92
-477.60; -353.93; -468.56
-3145.14; -3169.83; -4104.05
-6930.32; -7434.96; -7902.07
999.48; 2045.67; 1578.57
4936.75; 4373.44; 2972.11
-1339.76; -1032.27; -1500.50
-2544.72; -2765.36; -2785.65
-6148.34; -6343.53; -6353.68
2256.92; 2616.06; 2605.91
5691.05; 5047.80; 5017.36
19.65; -6.45; -8.18
-2706.77; -2975.27; -3429.77
-6741.62; -6349.10; -6576.34
1462.51; 1756.82; 1529.57
5483.36; 5112.63; 4430.89
-590.60; -409.97; -595.20
-2478.31; -2989.45; -3238.42
-6334.00; -7064.57; -7189.05
2337.00; 1777.51; 1653.03
5532.53; 5010.78; 4637.33
-372.51; -336.79; -358.24
-2155.92; -2845.21; -2883.25
-6064.72; -6839.07; -6858.09
2503.22; 2550.06; 2531.04
5829.77; 5289.09; 5232.03
-88.86; -29.17; -88.42
-3318.37; -2855.07; -3336.93
-7200.81; -6350.05; -6590.98
1306.42; 1958.70; 1717.77
5585.61; 4534.48; 3811.69
-813.24; -428.08; -816.59
-3377.57; -3382.37; -4027.63
-6556.73; -6740.72; -7063.35
1831.91; 1708.87; 1386.24
5522.94; 4720.74; 3752.86
-989.80; -740.00; -1025.56
-2294.14; -2850.28; -2996.42
-6167.23; -6392.11; -6465.17
2520.89; 2615.65; 2542.58
5895.66; 5592.33; 5373.12
-158.64; -185.55; -272.03
-1931.92; -2424.41; -1939.33
-6305.38; -5861.75; -5619.21
3405.40; 3063.47; 3306.01
6185.01; 6448.09; 7175.72
789.32; 430.37; 734.40
-3487.68; -3375.88; -4110.55
-6395.90; -7018.66; -7386.00
1343.09; 2022.65; 1655.31
5301.44; 4952.97; 3850.96
-1147.28; -803.93; -1102.34
-3004.44; -2973.99; -3671.30
-7143.70; -6999.55; -7348.20
1139.93; 2104.92; 1756.27
5585.24; 5251.82; 4205.85
-1029.18; -652.18; -1119.63
-1949.86; -1560.82; -800.23
-6200.66; -5893.63; -5513.33
3350.86; 3380.06; 3760.36
5988.49; 6724.18; 7865.07
1155.59; 805.94; 1149.44
-599.27; -1318.85; 356.42
-5997.25; -5684.88; -4847.24
4903.14; 4448.73; 5286.37
6677.52; 7511.56; 10024.47
2421.45; 1650.21; 2483.67
-2456.21; -2675.20; -2661.95
-6242.74; -6718.67; -6712.05
2571.06; 2872.84; 2879.46
5225.82; 5122.75; 5142.62
35.44; -82.47; 38.60
-2257.94; -2014.22; -1435.29
-5984.83; -5862.91; -5573.45
3480.55; 3466.34; 3755.80
5772.29; 6513.74; 7382.13
943.09; 538.40; 843.89
-3242.37; -2745.27; -3096.44
-6693.44; -6559.80; -6735.39
2113.93; 2154.11; 1978.53
5102.66; 5512.51; 4985.75
-579.53; -336.16; -447.35
-2469.48; -2236.57; -1931.24
-6087.52; -6042.37; -5889.71
2951.02; 3193.21; 3345.88
5574.48; 5690.45; 6148.45
502.45; 350.97; 382.67
-2726.97; -2666.75; -3068.34
-6993.17; -6837.76; -7038.56
1472.41; 2410.22; 2209.42
5426.18; 5020.01; 4417.62
-651.02; -324.13; -660.35
-3157.26; -3641.81; -4663.29
-6595.67; -7392.87; -7903.61
783.43; 998.03; 487.29
4613.27; 4066.45; 2534.24
-1551.89; -922.27; -1625.90
-2055.85; -2721.90; -2583.01
-6324.44; -6136.50; -6067.05
2875.98; 2887.57; 2957.01
5711.21; 5424.16; 5632.50
241.79; 138.68; 288.47
-2530.17; -2507.91; -2860.47
-6897.54; -6943.21; -7119.49
1768.95; 1804.52; 1628.25
5010.90; 4774.60; 4245.77
-565.46; -387.25; -546.67
-2770.61; -2534.17; -2508.81
-6252.82; -6946.61; -6933.93
2927.19; 2330.77; 2343.45
5308.89; 5093.85; 5131.89
-16.37; 50.53; 21.54
-2547.28; -2272.54; -1869.95
-6310.45; -6204.14; -6002.85
3366.14; 2960.15; 3161.44
6173.04; 6402.02; 7005.91
654.49; 310.98; 536.16
-2861.04; -2947.23; -3273.90
-6938.09; -6824.92; -6988.26
1773.48; 2341.49; 2178.16
5584.76; 5561.10; 5071.09
-523.94; -234.04; -469.34
-2961.83; -2088.45; -2149.56
-6602.10; -6533.67; -6564.23
2658.62; 2554.84; 2524.28
5706.58; 5478.25; 5386.57
-117.65; -5.72; -153.00
-3122.28; -3323.08; -3668.04
-7135.06; -6884.23; -7056.71
1899.64; 1945.06; 1772.58
5028.76; 5646.84; 5129.41
-458.64; -256.16; -604.60
-2653.46; -3430.84; -3880.62
-6748.50; -6982.63; -7207.52
1757.49; 2120.42; 1895.53
4987.86; 4918.74; 4244.07
-649.21; -401.74; -609.18
-2338.02; -2359.01; -1847.38
-6343.88; -5849.76; -5593.95
3643.89; 3134.48; 3390.29
6133.44; 6060.81; 6828.25
841.52; 428.55; 803.06
-1967.63; -1575.15; -657.27
-5607.25; -6085.11; -5626.17
3776.26; 3182.65; 3641.59
5733.34; 6154.05; 7530.86
1317.48; 963.51; 1333.74
-1956.01; -2334.11; -2077.82
-5880.90; -6505.31; -6377.17
2702.58; 2785.78; 2913.93
5404.21; 5646.89; 6031.32
432.51; 172.64; 413.14
-1082.71; -1700.94; -491.20
-5979.20; -6110.15; -5505.28
4241.25; 3230.85; 3835.72
6244.88; 6806.89; 8621.50
1879.46; 1157.57; 1850.75
-2869.83; -2614.89; -3154.07
-6793.86; -6400.09; -6669.68
1714.07; 2376.13; 2106.54
5585.02; 4539.37; 3730.60
-762.68; -520.25; -838.14
-1620.13; -1921.53; -1229.30
-6289.51; -5945.34; -5599.22
3874.76; 3237.12; 3583.23
5869.04; 5849.79; 6888.14
991.72; 601.18; 1092.61
-3617.05; -2884.09; -3722.82
-7152.39; -7014.12; -7433.49
743.26; 2029.70; 1610.33
5115.67; 5063.43; 3805.33
-1241.08; -836.09; -1325.71
-2536.20; -2119.50; -2000.91
-6652.52; -6528.67; -6469.38
2685.91; 3051.00; 3110.29
5613.86; 5722.80; 5900.68
218.07; 122.97; 92.18
-775.82; -570.29; 1194.82
-5244.91; -5776.36; -4893.80
5163.12; 4659.79; 5542.34
6507.02; 7385.40; 10033.06
2718.48; 1703.26; 2697.78
-2614.07; -3060.55; -3214.28
-6898.14; -6711.85; -6788.72
2379.82; 2736.73; 2659.86
5595.95; 5239.82; 5009.23
-250.27; -216.92; -263.47
-2160.13; -2578.73; -2393.94
-6326.99; -5955.46; -5863.06
2303.39; 3045.64; 3138.04
5307.60; 5684.04; 5961.24
337.20; 125.37; 307.61
-1746.58; -2101.31; -1760.86
-5837.15; -6738.07; -6567.84
3177.43; 2621.46; 2791.69
5842.54; 6229.59; 6740.27
587.83; 404.25; 541.93
-2121.15; -1690.03; -874.20
-6239.73; -5631.09; -5223.17
4019.35; 3768.38; 4176.30
5600.30; 6709.99; 7933.74
1248.65; 888.60; 1319.15
-1072.70; -859.31; 351.32
-6260.33; -5911.03; -5305.72
4147.29; 3962.51; 4567.82
6531.95; 6368.39; 8184.34
1847.99; 1245.24; 1726.37
-908.67; -663.53; 849.26
-5352.15; -5759.71; -5003.31
4304.65; 4349.89; 5106.29
6029.73; 6677.90; 8947.07
2303.70; 1475.07; 2198.51
-1373.30; -1283.13; -207.60
-6457.58; -5654.90; -5117.13
4426.34; 3867.00; 4404.77
6128.77; 7002.26; 8615.55
1704.96; 976.24; 1656.70
-2045.48; -2587.40; -2627.37
-6521.62; -6807.45; -6827.43
2763.95; 2911.96; 2891.98
5186.71; 5127.57; 5067.62
38.78; -3.50; -154.96
-2248.67; -2169.04; -1459.73
-6578.74; -5742.76; -5388.10
